?,#,Sector,Category,Sector_s,Sub Sector,Name,Marketcap,Price,Volumn,Blockchain,Change 24h,Change 7d,
365,366,Cryptos,Monetary structures,privacy,,Beam BEAM,$8.61M,$0.39,"$4,104,022",Own Blockchain,-2.35%,-12.49%,
396,397,Cryptos,Monetary structures,privacy,,NIX NIX,$7.36M,$0.17,"$77,250",Own Blockchain,-6.71%,-21.29%,
459,460,Cryptos,Monetary structures,privacy,,COVA COVA,$5.54M,$0.00,"$2,396,163",Ethereum (ERC20),3.10%,-0.02%,
514,515,Cryptos,Monetary structures,privacy,optional,Phore PHR,$4.45M,$0.25,"$117,857",Own Blockchain,2.36%,-4.90%,
548,550,Cryptos,Monetary structures,privacy,,CloakCoin CLOAK,$3.88M,$0.73,"$457,100",Own Blockchain,3.10%,-8.73%,
649,651,Cryptos,Monetary structures,Privacy,,CrypticCoin CRYP,$2.52M,$0.00,"$33,533",Own Blockchain,-0.99%,-23.26%,
699,700,Cryptos,Monetary structures,privacy,,Veil VEIL,$1.99M,$0.10,"$45,367",Own Blockchain,-18.81%,-36%,
822,824,Cryptos,Monetary structures,Privacy,,Bitcoin Private BTCP,$1.12M,$0.24,"$111,493",Own Blockchain,-6.26%,2.21%,
850,852,Cryptos,Monetary structures,Privacy,,BitcoinZ BTCZ,$928.26K,$0.00,$544,Own Blockchain,-9.15%,-23.82%,
899,901,Cryptos,Monetary structures,Privacy,,Ryo Currency RYO,$696.26K,$0.06,"$1,759",Own Blockchain,1.61%,-13.05%,
902,904,Cryptos,Monetary structures,privacy,,Zero ZER,$692.51K,$0.11,"$5,091",Own Blockchain,-4.51%,27.28%,
991,993,Cryptos,Monetary structures,privacy,vps,SPIDER VPS SPDR,$401.85K,$0.27,"$162,432",Own Blockchain,-3.32%,4.19%,
1025,1027,Cryptos,Monetary structures,privacy,,Dash Green DASHG,$319.75K,$0.18,"$1,675",Own Blockchain,1.19%,-8.51%,
1035,1402,Cryptos,Monetary structures,privacy,,Hush HUSH,$312.99K,$0.06,$464,Own Blockchain,-16.56%,-23.49%,
1057,1058,Cryptos,Monetary structures,privacy,,Lobstex LOBS,$228.91K,$0.01,"$55,173",Own Blockchain,-3.08%,-17.13%,
1175,1178,Cryptos,Monetary structures,privacy,,Xuez XUEZ,$54.87K,$0.02,"$18,971",Own Blockchain,-26.87%,-25.58%,
1214,1217,Cryptos,Monetary structures,privacy,,Quantis Network QUAN,$23.86K,$0.00,"$27,771",Own Blockchain,-91.21%,-89.33%,
1221,1224,Cryptos,Monetary structures,privacy,,AceD ACED,$16.31K,$0.01,"$1,078",Own Blockchain,-7.95%,-7.28%,
1245,1249,Cryptos,Monetary structures,privacy,,Bitcoin Confidential BC,$6.63M,$0.00,$298,Own Blockchain,32.88%,-23.87%,
1262,1265,Cryptos,Monetary structures,privacy,,SafeCoin SAFE,$2.29M,$0.08,$80,Own Blockchain,10.95%,-5.48%,
1312,1318,Cryptos,Monetary structures,privacy,,Bulwark BWK,$812.76K,$0.04,$122,Own Blockchain,1.04%,-26.79%,
1344,1350,Cryptos,Monetary structures,privacy,,Noir NOR,$520.13K,$0.03,$22,Own Blockchain,-4.09%,-20.99%,
1424,1432,Cryptos,Monetary structures,privacy,,Anoncoin ANC,$243.57K,$0.12,$85,Own Blockchain,-4.94%,33.79%,
1551,1558,Cryptos,Monetary structures,privacy,,PRiVCY PRIV,$88.92K,$0.01,$192,Own Blockchain,2.30%,-6.25%,
1583,1590,Cryptos,Monetary structures,privacy,,Arqma ARQ,$69.15K,$0.01,$176,Own Blockchain,0.13%,-20.99%,
1607,1614,Cryptos,Monetary structures,privacy,,MoX MOX,$53.52K,$0.01,$454,Own Blockchain,-0.98%,-26.14%,
1616,1623,Cryptos,Monetary structures,privacy,,Signatum SIGT,$50.49K,$0.00,$15,Own Blockchain,0.56%,-9.49%,
1638,1645,Cryptos,Monetary structures,privacy,,bitcoin2network B2N,$43.46K,$0.00,$492,Own Blockchain,6.07%,-8.52%,
1645,1651,Cryptos,Monetary structures,privacy,,Dreamcoin DRM,$41.23K,$0.02,$2,Own Blockchain,-0.02%,-12.27%,
1687,1694,Cryptos,Monetary structures,privacy,,Kurrent KURT,$26.88K,$0.00,$55,Own Blockchain,468.76%,-80.32%,
1818,1825,Cryptos,Monetary structures,privacy,,Magnum MGM,$2.09K,$0.00,$4,Own Blockchain,0.03%,-8.89%,
1942,1956,Cryptos,Monetary structures,Privacy,,Tarush TAS,$0,$0.00,"$150,058",Tron (TRC20),0.16%,-10.63%,
2053,2075,Cryptos,Monetary structures,Privacy,,Monero Classic XMC,$0,$0.80,"$2,820",Own Blockchain,-2.11%,-9.25%,
2071,2094,Cryptos,Monetary structures,Privacy,,pEOS PEOS,$0,$0.06,$947,EOS,57.50%,-11.79%,
2086,2109,Cryptos,Monetary structures,Privacy,,X12 Coin X12,$0,$0.01,$371,Own Blockchain,56.42%,81.98%,
2096,2120,Cryptos,Monetary structures,Privacy,,BZEdge BZE,$0,$0.00,$198,Own Blockchain,30.35%,-96.09%,
2097,2121,Cryptos,Monetary structures,privacy,,MoneroV XMV,$0,$0.01,$196,Own Blockchain,-8.04%,-17.15%,
1900,1912,Cryptos,Tech,production,software,DIPNET DPN,$0,$0.00,"$562,198",Ethereum (ERC20),-21.83%,-23.55%,
84,85,Cryptos,Tech,production,Mining-Facility,Maximine Coin MXM,$77.85M,$0.05,"$8,325,351",Ethereum (ERC20),-22.56%,0.54%,
557,559,Cryptos,Tech,production,Mining-Facility,Ice Rock Mining ROCK2,$3.82M,$0.24,"$236,520",Ethereum (ERC20),2.52%,-9.32%,
625,627,Cryptos,Tech,production,Mining-Facility,ZMINE ZMN,$2.76M,$0.02,"$19,609",Ethereum (ERC20),0.11%,-6.66%,
1594,1600,Cryptos,Tech,production,Mining-Facility,Speed Mining Service SMS,$64.65K,$0.62,$3,Ethereum (ERC20),0.95%,-85.65%,
2034,2055,Cryptos,Tech,production,Mining-Facility,Atlantis Blue Digital Token ABDT,$0,$0.86,"$9,582",Stellar,-1.01%,8.06%,
357,358,Cryptos,Tech,production,material,ZrCoin ZRC,$8.77M,$1.93,"$13,730",Waves,-2.79%,-10.65%,
711,712,Cryptos,Tech,production,crypto mining,Ormeus Coin ORME,$1.92M,$0.05,"$44,704",Ethereum (ERC20),-0.67%,-33.88%,
208,209,Cryptos,Platforms,public childchain,,Ignis IGNIS,$20.5M,$0.03,"$604,978",Ardor,0.50%,-4.06%,
417,418,Cryptos,Real-Estate,Real-Estate,commercial,Primalbase Token PBT,$6.63M,"$5,302.65","$6,966",Waves,-0.53%,-13.23%,
97,98,Cryptos,Real-Estate,Real-Estate,,LAToken LA,$56.06M,$0.15,"$6,887,726",Ethereum (ERC20),0.32%,-6.33%,
124,125,Cryptos,Real-Estate,Real-Estate,,Ecoreal Estate ECOREAL,$41.66M,$0.20,"$46,772",Ethereum (ERC20),4.92%,19.02%,
298,299,Cryptos,Real-Estate,Real-Estate,,IHT Real Estate Protocol IHT,$11.95M,$0.02,"$245,153",Ethereum (ERC20),-1.57%,-8.81%,
304,305,Cryptos,Real-Estate,Real-Estate,,Propy PRO,$11.75M,$0.21,"$1,271,302",Ethereum (ERC20),6.28%,-2.38%,
666,668,Cryptos,Real-Estate,Real-Estate,,BreezeCoin BRZC,$2.28M,$0.03,$847,Ethereum (ERC20),-3.37%,35.57%,
780,781,Cryptos,Real-Estate,Real-Estate,,Atlant ATL,$1.37M,$0.03,"$1,052",Ethereum (ERC20),11.19%,-6.05%,
782,783,Cryptos,Real-Estate,Real-Estate,,Winco WCO,$1.52M,$0.00,"$32,771",Ethereum (ERC20),2.27%,54.48%,
955,957,Cryptos,Real-Estate,Real-Estate,,Max Property Group MPG,$496.01K,$0.01,"$1,570",Own Blockchain,8.49%,-6.43%,
1012,1014,Cryptos,Real-Estate,Real-Estate,,Relex RLX,$363.05K,$0.00,"$1,289",Ethereum (ERC20),3.44%,-4.34%,
1017,1019,Cryptos,Real-Estate,Real-Estate,,Rentberry BERRY,$350.93K,$0.00,$654,Ethereum (ERC20),-0.76%,-3.25%,
1065,1066,Cryptos,Real-Estate,Real-Estate,,Alt.Estate ALT,$211.19K,$0.00,$547,Ethereum (ERC20),14.84%,-19.24%,
1293,1298,Cryptos,Real-Estate,Real-Estate,,REAL REAL,$1.1M,$0.11,$90,Ethereum (ERC20),10.71%,5.33%,
1392,1398,Cryptos,Real-Estate,Real-Estate,,Imbrex REX,$321.54K,$0.04,$5,Own Blockchain,-1.47%,-21.35%,
1446,1453,Cryptos,Real-Estate,Real-Estate,,BitRent RNTB,$200.59K,$0.00,$100,Ethereum (ERC20),-38.68%,0.71%,
1599,1606,Cryptos,Real-Estate,Real-Estate,,Etheera ETA,$61.6K,$0.00,$5,Ethereum (ERC20),18.74%,-13.36%,
1918,1930,Cryptos,Real-Estate,Real-Estate,,Asian Fintech AFIN,$0,$0.04,"$315,539",Ethereum (ERC20),-4.02%,-15.14%,
1964,1978,Cryptos,Real-Estate,Real-Estate,,Cybereits CRE,$0,$0.00,"$78,608",Ethereum (ERC20),-11.90%,-15.52%,
414,415,Cryptos,,security,social,Sphere SPHR,$6.7M,$0.54,"$78,511",Own Blockchain,4.03%,8.60%,
77,78,Cryptos,Media,Social,,Mixin XIN,$83.09M,$185.48,"$286,817",Ethereum (ERC20),-0.06%,-21.54%,
95,96,Cryptos,Media,Social,,Loom Network LOOM,$57.74M,$0.07,"$2,749,180",Ethereum (ERC20),-3.04%,-10.35%,
112,113,Cryptos,Media,Social,,ReddCoin RDD,$48.3M,$0.00,"$715,808",Own Blockchain,2.56%,-3.17%,
159,160,Cryptos,Media,Social,,TomoChain TOMO,$29.18M,$0.49,"$976,760",Own Blockchain,2.71%,-17.47%,
224,225,Cryptos,Media,Social,,TTC Protocol TTC,$17.99M,$0.09,"$3,948,661",Ethereum (ERC20),-2.60%,9.04%,
436,437,Cryptos,Media,Social,,Dock DOCK,$6.08M,$0.01,"$1,778,139",Ethereum (ERC20),0.05%,-11.83%,
446,447,Cryptos,Media,Social,,Global Social Chain GSC,$5.87M,$0.01,"$637,324",Ethereum (ERC20),-0.57%,19.77%,
456,457,Cryptos,Media,Social,,Zeepin ZPT,$5.62M,$0.01,"$340,060",NEO,0.77%,-11.20%,
490,491,Cryptos,Media,Social,,QunQun QUN,$4.84M,$0.01,"$1,434,175",Ethereum (ERC20),-2.62%,-12.08%,
528,530,Cryptos,Media,Social,,ChatCoin CHAT,$4.24M,$0.01,"$776,246",Ethereum (ERC20),4.77%,-5.72%,
605,607,Cryptos,Media,Social,,Howdoo UDOO,$3.04M,$0.02,"$113,460",Ethereum (ERC20),20.26%,1.65%,
616,618,Cryptos,Media,Social,,Yee YEE,$2.88M,$0.00,"$178,354",Ethereum (ERC20),6.35%,-4.31%,
680,681,Cryptos,Media,Social,,ADAMANT Messenger ADM,$2.16M,$0.03,"$78,321",Own Blockchain,-2.65%,-6.33%,
717,718,Cryptos,Media,Social,,ALIS ALIS,$1.88M,$0.05,"$1,840",Ethereum (ERC20),24.42%,27.88%,
746,747,Cryptos,Media,Social,,Matchpool GUP,$1.64M,$0.02,"$29,816",Ethereum (ERC20),-2.98%,8.53%,
750,751,Cryptos,Media,Social,,Friendz FDZ,$1.62M,$0.00,"$72,659",Ethereum (ERC20),-5.93%,-17.19%,
798,799,Cryptos,Media,Social,,Education Ecosystem LEDU,$1.27M,$0.01,"$54,427",Ethereum (ERC20),-0.53%,-16.82%,
799,800,Cryptos,Media,Social,,Qbao QBT,$1.24M,$0.02,"$19,081",QTUM,-3.35%,-12.89%,
824,826,Cryptos,Media,Social,,Matryx MTX,$1.11M,$0.05,"$58,779",Ethereum (ERC20),1.49%,-17.62%,
928,930,Cryptos,Media,Social,,Bela BELA,$607.98K,$0.01,"$3,807",Ethereum (ERC20),-14.19%,-26.42%,
959,961,Cryptos,Media,Social,,Soma SCT,$479.08K,$0.05,"$56,113",Ethereum (ERC20),-0.72%,-11.09%,
960,962,Cryptos,Media,Social,,Sharpay S,$477.74K,$0.00,"$6,140",Ethereum (ERC20),-2.20%,-5.69%,
963,965,Cryptos,Media,Social,,HeartBout HB,$469.91K,$0.01,"$3,331",Ethereum (ERC20),0.05%,-19.84%,
1000,1002,Cryptos,Media,Social,,JET8 J8T,$382.05K,$0.00,"$153,184",Own Blockchain,-1.17%,-20.39%,
1004,1006,Cryptos,Media,Social,,Blockport BPT,$378.38K,$0.01,"$35,406",Own Blockchain,-9.19%,-8.41%,
1039,1040,Cryptos,Media,Social,,Patron PAT,$283.63K,$0.00,"$1,148,648",Ethereum (ERC20),-3.93%,6.06%,
1047,1048,Cryptos,Media,Social,,Repme RPM,$264.86K,$0.00,"$5,266",Ethereum (ERC20),-6.49%,3.85%,
1107,1110,Cryptos,Media,Social,,AiLink Token ALI,$150.33K,$0.00,$630,Ethereum (ERC20),-2.86%,-19.15%,
1161,1164,Cryptos,Media,Social,,Waletoken WTN,$66.08K,$0.00,"$11,909",Ethereum (ERC20),137.84%,86.25%,
1165,1168,Cryptos,Media,Social,,e-Chat ECHT,$64.76K,$0.00,"$1,156,502",Ethereum (ERC20),-3.92%,-6.81%,
1189,1192,Cryptos,Media,Social,,Provoco VOCO,$42.62K,$0.00,"$17,290",Ethereum (ERC223),-14.30%,-32.04%,
1229,1232,Cryptos,Media,Social,,Cryptrust CTRT,$10.5K,$0.00,"$3,923",Ethereum (ERC20),5.84%,-9.89%,
1270,1275,Cryptos,Media,Social,,Sense SENSE,$1.89M,$0.01,"$2,703",EOS,-0.01%,-40.03%,
1278,1284,Cryptos,Media,Social,,Ties.DB TIE,$1.59M,$0.04,$398,Ethereum (ERC20),4.63%,-4.82%,
1308,1314,Cryptos,Media,Social,,Indorse Token IND,$863.63K,$0.02,$115,Ethereum (ERC20),5.09%,-5.23%,
1329,1335,Cryptos,Media,Social,,Sether SETH,$647.9K,$0.03,$131,Ethereum (ERC20),-37.39%,-32.76%,
1333,1339,Cryptos,Media,Social,,onG.social ONG,$606.96K,$0.01,$88,Ethereum (ERC20),1.79%,-23.50%,
1355,1361,Cryptos,Media,Social,,Snovian.Space SNOV,$439.4K,$0.00,$406,Ethereum (ERC20),91.05%,91.75%,
1377,1383,Cryptos,Media,Social,,Moneynet MNC,$376.04K,$0.00,$199,Ethereum (ERC20),-6.49%,-10.85%,
1398,1405,Cryptos,Media,Social,,Tigereum TIG,$301.91K,$0.02,$62,Ethereum (ERC20),-3.08%,76.18%,
1408,1415,Cryptos,Media,Social,,Sociall SCL,$270.08K,$0.02,$15,Own Blockchain,-10.52%,-29.45%,
1415,1422,Cryptos,Media,Social,,Social Send SEND,$259.37K,$0.01,$342,Own Blockchain,-13.77%,-33.03%,
1427,1434,Cryptos,Media,Social,,Sapien SPN,$242.74K,$0.00,$1,Ethereum (ERC20),20.69%,2%,
1472,1479,Cryptos,Media,Social,,TrakInvest TRAK,$164.26K,$0.00,$58,Ethereum (ERC20),-0.01%,182.47%,
1507,1513,Cryptos,Media,Social,,ClearPoll POLL,$129.27K,$0.02,$193,Ethereum (ERC20),-60.88%,-50.63%,
1576,1584,Cryptos,Media,Social,privacy,Wispr WSP,$73.86K,$0.00,$31,Own Blockchain,-0.71%,-39.52%,
1585,1592,Cryptos,Media,Social,social media,Social Activity Token SAT,$68.65K,$0.00,$219,Ethereum (ERC20),-0.34%,-11.44%,
1597,1604,Cryptos,Media,Social,,Student Coin STU,$61.99K,$0.00,$4,Ethereum (ERC20),6.11%,-2.78%,
1619,1625,Cryptos,Media,Social,,Bitsum BSM,$49.8K,$0.00,$3,Own Blockchain,-18.34%,-29.72%,
1632,1639,Cryptos,Media,Social,,InvestFeed IFT,$44.81K,$0.00,$9,Ethereum (ERC20),-0.01%,34.54%,
1639,1646,Cryptos,Media,Social,,ConnectJob CJT,$43.41K,$0.00,$4,Ethereum (ERC20),-11.83%,-11.83%,
1691,1698,Cryptos,Media,Social,,GUESS GUESS,$25.45K,$0.00,$0,Own Blockchain,0.46%,-41.93%,
1733,1740,Cryptos,Media,Social,,Sola Token SOL,$16.52K,$0.00,$6,Ethereum (ERC20),0.01%,-0.01%,
1802,1808,Cryptos,Media,Social,,SocialCoin SOCC,$4.86K,$0.00,$235,Own Blockchain,-0.78%,-19.12%,
1937,1952,Cryptos,Media,Social,,Maggie MAG,$0,$0.00,"$165,131",Ethereum (ERC20),-3.38%,-14.01%,
1969,1983,Cryptos,Media,Social,,CoinMeet MEET,$12.53M,$0.01,"$71,935",Ethereum (ERC20),19.20%,4.82%,
2030,2050,Cryptos,Media,Social,,Read READ,$0,$0.00,"$10,683",Ethereum (ERC20),4.41%,-17.22%,
2044,2065,Cryptos,Media,Social,,APOT APOT,$0,$0.01,"$7,034",Ethereum (ERC20),-1.66%,100.43%,
2069,2092,Cryptos,Media,Social,,PlusOneCoin PLUS1,$0,$0.03,"$1,006",Own Blockchain,-0.70%,-24.24%,
2179,2205,Cryptos,Media,Social,,Alttex ALTX,$0,$0.00,$46,Ethereum (ERC20),0.01%,0.01%,
211,212,Cryptos,Media,social ,entertainment,Gifto GTO,$19.88M,$0.03,"$13,375,210",Ethereum (ERC20),1.84%,-21.60%,
267,268,Cryptos,Media,social ,content distribution,PressOne PRS,$13.99M,$0.05,"$421,369",Ethereum (ERC20),2.33%,-0.25%,
181,182,Cryptos,Tech,software,vpn,Skycoin SKY,$24.31M,$1.62,"$1,264,808",Own Blockchain,-0.60%,-26.43%,
643,645,Cryptos,Tech,software,VPN,Sentinel SENT,$2.58M,$0.00,"$6,310",Own Blockchain,0.45%,-6.07%,
722,723,Cryptos,Tech,software,vpn,Mysterium MYST,$1.82M,$0.08,"$1,301",Ethereum (ERC20),-17.23%,-20.88%,
808,810,Cryptos,Tech,software,crowdfunding,Omni OMNI,$1.18M,$2.10,"$2,612",Own Blockchain,-7.28%,-8.44%,
27,28,Cryptos,Tech,Software,off-chain data access,Chainlink LINK,$388.61M,$1.11,"$73,322,163",Ethereum (ERC20),7.28%,-2.09%,
32,33,Cryptos,Tech,Software,,BitTorrent BTT,$264.61M,$0.00,"$67,841,376",Tron (TRC10),-3.13%,-22.52%,
33,34,Cryptos,Tech,Software,,Holo HOT,$249.18M,$0.00,"$28,270,053",Ethereum (ERC20),0.20%,-19.81%,
76,77,Cryptos,Tech,Software,,TrueChain TRUE,$83.07M,$1.04,"$60,132,253",Ethereum (ERC20),-1.40%,-8.04%,
99,100,Cryptos,Tech,Software,,Nash Exchange NEX,$54.75M,$1.51,"$1,352,550",NEO,-4.89%,-17.89%,
100,101,Cryptos,Tech,Software,,Orbs ORBS,$53.95M,$0.03,"$7,380,739",Ethereum (ERC20),-5.04%,-9.85%,
104,105,Cryptos,Tech,Software,,Theta Fuel TFUEL,$53.08M,$0.01,"$31,113,333",Own Blockchain,5.57%,-13.74%,
109,110,Cryptos,Tech,Software,,Celer Network CELR,$49.94M,$0.02,"$41,392,498",Ethereum (ERC20),-5.65%,22.46%,
114,115,Cryptos,Tech,Software,,Matic Network MATIC,$48.12M,$0.02,"$116,235,126",Ethereum (ERC20),4.22%,2.51%,
122,123,Cryptos,Tech,Software,,ArcBlock ABT,$44.02M,$0.45,"$9,250,315",Ethereum (ERC20),28.42%,-11.10%,
141,142,Cryptos,Tech,Software,,Quant QNT,$35.66M,$3.65,"$5,289,984",Ethereum (ERC20),18.15%,67.65%,
151,152,Cryptos,Tech,Software,,Egretia EGT,$32.12M,$0.01,"$4,342,999",Ethereum (ERC20),3.40%,13.29%,
153,154,Cryptos,Tech,Software,,UGAS UGAS,$31.58M,$0.19,"$878,885",Ethereum (ERC20),2.89%,-2.89%,
173,174,Cryptos,Tech,Software,,MetaHash MHC,$26.36M,$0.02,"$297,745",Own Blockchain,5.46%,9.80%,
221,222,Cryptos,Tech,Software,,Dragonchain DRGN,$18.33M,$0.08,"$176,748",Ethereum (ERC20),-1.83%,-11.65%,
226,227,Cryptos,Tech,Software,,Aergo AERGO,$17.77M,$0.17,"$2,080,657",Ethereum (ERC20),1.96%,-13.46%,
231,232,Cryptos,Tech,Software,,High Performance Blockchain HPB,$17.24M,$0.40,"$3,713,181",Own Blockchain,5.55%,-17.15%,
232,233,Cryptos,Tech,Software,,GoChain GO,$16.9M,$0.02,"$1,178,646",Own Blockchain,-0.18%,-7.06%,
239,240,Cryptos,Tech,Software,,botXcoin BOTX,$16.19M,$0.01,"$286,441",Ethereum (ERC20),-1.61%,-14.68%,
245,246,Cryptos,Tech,Software,,Function X FX,$15.96M,$0.64,"$20,269",Ethereum (ERC20),0.32%,-9.69%,
247,248,Cryptos,Tech,Software,,Fetch FET,$15.97M,$0.20,"$73,150,201",Ethereum (ERC20),-0.82%,11.78%,
260,261,Cryptos,Tech,Software,,Moss Coin MOC,$14.54M,$0.05,"$803,072",Ethereum (ERC20),0.82%,-4.99%,
263,264,Cryptos,Tech,Software,,HYCON HYC,$14.33M,$0.01,"$1,646,423",Own Blockchain,-0.70%,-5.33%,
265,266,Cryptos,Tech,Software,,CWV Chain CWV,$14.2M,$0.00,"$116,337",Ethereum (ERC20),-5.70%,-3.01%,
272,273,Cryptos,Tech,Software,,VITE VITE,$13.53M,$0.03,"$544,651",Ethereum (ERC20),2.18%,-13.43%,
292,293,Cryptos,Tech,Software,,S4FE S4F,$12.47M,$0.07,"$4,362",Ethereum (ERC20),-17.54%,-25.83%,
296,297,Cryptos,Tech,Software,,Credits CS,$12.11M,$0.08,"$3,120,413",Ethereum (ERC20),-2.90%,-4.81%,
321,322,Cryptos,Tech,Software,,BitCapitalVendor BCV,$10.78M,$0.01,"$92,165",Ethereum (ERC20),3.11%,7.88%,
338,339,Cryptos,Tech,Software,,TRONCLASSIC TRXC,$9.79M,$0.00,$593,Ethereum (ERC20),23.09%,-14.31%,
340,341,Cryptos,Tech,Software,,BOX Token BOX,$9.71M,$0.10,"$65,809",Ethereum (ERC20),5.27%,-6.91%,
385,386,Cryptos,Tech,Software,,XYO XYO,$7.73M,$0.00,"$37,971",Ethereum (ERC20),-2.69%,-21.31%,
391,392,Cryptos,Tech,Software,,Vexanium VEX,$7.52M,$0.01,"$4,306,792",Achain,3.26%,93.12%,
399,400,Cryptos,Tech,Software,,Hydro HYDRO,$7.2M,$0.00,"$129,323",Ethereum (ERC20),4.05%,-1.45%,
407,408,Cryptos,Tech,Software,,Blox CDT,$6.92M,$0.01,"$550,715",Own Blockchain,-0.11%,-13.88%,
415,416,Cryptos,Tech,Software,,TEMCO TEMCO,$6.69M,$0.00,"$270,332",Own Blockchain,0.95%,6.32%,
428,429,Cryptos,Tech,Software,,Airbloc ABL,$6.37M,$0.03,"$671,655",Ethereum (ERC20),-3.54%,-10.47%,
432,433,Cryptos,Tech,Software,,ContentBox BOX,$6.32M,$0.01,"$576,437",Ethereum (ERC20),-0.86%,-11.40%,
441,442,Cryptos,Tech,Software,,TERA TERA,$5.94M,$0.01,"$179,884",Own Blockchain,0.96%,-5.46%,
467,468,Cryptos,Tech,Software,,MultiVAC MTV,$5.35M,$0.01,"$376,054",Ethereum (ERC20),2.83%,-6.40%,
473,474,Cryptos,Tech,Software,,OVCODE OVC,$5.19M,$0.12,"$71,117",Ethereum (ERC20),-1.25%,-36.08%,
480,481,Cryptos,Tech,Software,,Wixlar WIX,$5.31M,$0.01,"$313,902",Ethereum (ERC20),5.04%,9.07%,
515,516,Cryptos,Tech,Software,,FNKOS FNKOS,$4.44M,$0.03,"$8,036",Ethereum (ERC20),59.01%,69.20%,
533,535,Cryptos,Tech,Software,,Caspian CSP,$4.16M,$0.01,"$64,418",Ethereum (ERC20),-9.71%,-31.36%,
538,540,Cryptos,Tech,Software,privacy,Cloudbric CLB,$4.08M,$0.01,"$306,320",Ethereum (ERC20),11.75%,6.01%,
563,565,Cryptos,Tech,Software,,IntelliShare INE,$3.75M,$0.02,"$2,425,222",Ethereum (ERC20),-0.51%,-8.27%,
578,580,Cryptos,Tech,Software,,BitMart Token BMX,$3.57M,$0.03,"$67,803",Ethereum (ERC20),-6.74%,-32.53%,
580,582,Cryptos,Tech,Software,,PTON PTON,$3.55M,$0.00,"$12,962",Ethereum (ERC20),-6.27%,-17.97%,
583,585,Cryptos,Tech,Software,,Vanta Network VNT,$3.53M,$0.00,"$2,670,798",Ethereum (ERC20),-7.93%,-15.36%,
589,591,Cryptos,Tech,Software,,Olive OLE,$3.4M,$0.01,"$8,447",Ethereum (ERC20),10.73%,-3.10%,
591,593,Cryptos,Tech,Software,,nOS NOS,$3.33M,$0.03,"$69,938",NEO,-5.29%,-6.83%,
592,594,Cryptos,Tech,Software,,Noku NOKU,$3.27M,$0.14,"$6,727",Ethereum (ERC20),0.99%,-19.32%,
597,599,Cryptos,Tech,Software,,Traceability Chain TAC,$3.17M,$0.01,"$41,989",Ethereum (ERC20),3.84%,-10.46%,
606,608,Cryptos,Tech,Software,,Rotharium RTH,$3.02M,$0.90,"$1,368",Ethereum (ERC20),19.22%,-21.61%,
626,628,Cryptos,Tech,Software,,Rublix RBLX,$2.71M,$0.13,"$30,203",Own Blockchain,-1.28%,-3.87%,
669,670,Cryptos,Tech,Software,,YEED YEED,$2.26M,$0.00,"$175,260",Ethereum (ERC20),-1.35%,-17.99%,
670,671,Cryptos,Tech,Software,,Verasity VRA,$2.27M,$0.00,"$232,367",Ethereum (ERC20),24.89%,21.42%,
671,672,Cryptos,Tech,Software,,Unibright UBT,$2.27M,$0.02,"$327,054",Ethereum (ERC20),0.61%,-17.79%,
677,678,Cryptos,Tech,Software,,Lition LIT,$2.19M,$0.09,"$524,079",Ethereum (ERC20),44.66%,37.39%,
698,699,Cryptos,Tech,Software,,HashCoin HSC,$1.99M,$0.00,"$11,459",Own Blockchain,-0.06%,-10.54%,
712,713,Cryptos,Tech,Software,,AC3 AC3,$1.91M,$0.00,$570,Own Blockchain,-5.24%,-20.24%,
735,736,Cryptos,Tech,Software,,MidasProtocol MAS,$1.71M,$0.01,"$46,251",Ethereum (ERC20),-1.32%,-18.80%,
740,741,Cryptos,Tech,Software,,Vodi X VDX,$1.7M,$0.01,"$519,861",Ethereum (ERC20),-0.22%,-8.24%,
745,746,Cryptos,Tech,Software,,VegaWallet Token VGW,$1.64M,$0.15,"$9,817",Ethereum (ERC20),1.34%,-23.46%,
752,753,Cryptos,Tech,Software,,Silent Notary SNTR,$1.61M,$0.00,"$241,255",Ethereum (ERC20),-4.91%,-28.38%,
754,755,Cryptos,Tech,Software,,GMB GMB,$1.58M,$0.00,"$65,904",Ethereum (ERC20),-13.98%,-22.07%,
769,770,Cryptos,Tech,Software,,RightMesh RMESH,$1.48M,$0.02,"$5,145",Ethereum (ERC20),-7.23%,-3.52%,
777,778,Cryptos,Tech,Software,,ONOToken ONOT,$1.42M,$0.00,$832,Ethereum (ERC20),-11.40%,-35.17%,
794,795,Cryptos,Tech,Software,,IONChain IONC,$1.3M,$0.01,"$1,165,807",Ethereum (ERC20),-0.40%,-6.55%,
803,804,Cryptos,Tech,Software,,Sentivate SNTVT,$1.23M,$0.00,"$28,142",Ethereum (ERC20),-9.16%,-21.61%,
810,812,Cryptos,Tech,Software,,Rapids RPD,$1.18M,$0.00,"$10,305",Ethereum (ERC20),6.89%,-26.74%,
815,817,Cryptos,Tech,Software,,Scopuly SKY,$1.16M,$0.00,"$3,642",Stellar,-12.79%,-15.45%,
832,834,Cryptos,Tech,Software,,HYPNOXYS HYPX,$1.06M,$0.00,"$11,435",Ethereum (ERC20),-26.85%,-50.43%,
834,836,Cryptos,Tech,Software,,RED RED,$1.05M,$0.01,"$9,107",Ethereum (ERC20),-4.53%,-7.79%,
856,858,Cryptos,Tech,Software,,Essentia ESS,$891.3K,$0.00,"$48,324",Ethereum (ERC20),-7.01%,-17.13%,
